专业代码,专业代码与名称,学科分类,学科代码,一级学科代码,,国家线A线总分,国家线A线单科=100,国家线A线单科>100,国家线B线总分,国家线B线单科=100,国家线B线单科>100,学位类型
110200,110200战略学,军事学,11,1102,02,265,37,56,255,34,51,学硕
110201,110201军事战略学,军事学,11,1102,02,265,37,56,255,34,51,学硕
110202,110202战争动员学,军事学,11,1102,02,265,37,56,255,34,51,学硕
110300,110300战役学,军事学,11,1103,03,265,37,56,255,34,51,学硕
110301,110301联合战役学,军事学,11,1103,03,265,37,56,255,34,51,学硕
110302,110302军种战役学(含∶第二炮兵战役学),军事学,11,1103,03,265,37,56,255,34,51,学硕
110400,110400战术学,军事学,11,1104,04,265,37,56,255,34,51,学硕
110401,110401合同战术学,军事学,11,1104,04,265,37,56,255,34,51,学硕
110402,110402兵种战术学,军事学,11,1104,04,265,37,56,255,34,51,学硕
110500,110500军队指挥学,军事学,11,1105,05,265,37,56,255,34,51,学硕
110501,110501作战指挥学,军事学,11,1105,05,265,37,56,255,34,51,学硕
110502,110502军事运筹学,军事学,11,1105,05,265,37,56,255,34,51,学硕
110503,110503军事通信学,军事学,11,1105,05,265,37,56,255,34,51,学硕
110504,110504军事情报学,军事学,11,1105,05,265,37,56,255,34,51,学硕
110505,110505密码学,军事学,11,1105,05,265,37,56,255,34,51,学硕
110506,110506军事教育训练学(含∶军事体育学),军事学,11,1105,05,265,37,56,255,34,51,学硕
110600,110600军制学,军事学,11,1106,06,265,37,56,255,34,51,学硕
110601,110601军事组织编制学,军事学,11,1106,06,265,37,56,255,34,51,学硕
110602,110602军队管理学,军事学,11,1106,06,265,37,56,255,34,51,学硕
110700,110700军队政治工作学,军事学,11,1107,07,265,37,56,255,34,51,学硕
110800,110800军事后勤学与军事装备学,军事学,11,1108,08,265,37,56,255,34,51,学硕
110801,110801军事后勤学,军事学,11,1108,08,265,37,56,255,34,51,学硕
110802,110802后方专业勤务,军事学,11,1108,08,265,37,56,255,34,51,学硕
110803,110803军事装备学,军事学,11,1108,08,265,37,56,255,34,51,学硕
110900,110900军事装备学,军事学,11,1109,09,265,37,56,255,34,51,学硕
111000,111000军事训练学,军事学,11,1110,10,265,37,56,255,34,51,学硕
120100,120100管理科学与工程(可授管理学、工学学位),管理学,12,1201,01,341,48,72,331,45,68,学硕
120200,120200工商管理,管理学,12,1202,02,341,48,72,331,45,68,学硕
120201,120201会计学,管理学,12,1202,02,341,48,72,331,45,68,学硕
120202,120202企业管理(含：财务管理、市场营销、人力资源管理),管理学,12,1202,02,341,48,72,331,45,68,学硕
120203,120203旅游管理,管理学,12,1202,02,341,48,72,331,45,68,学硕
120204,120204技术经济及管理,管理学,12,1202,02,341,48,72,331,45,68,学硕
120300,120300农林经济管理,管理学,12,1203,03,341,48,72,331,45,68,学硕
120301,120301农业经济管理,管理学,12,1203,03,341,48,72,331,45,68,学硕
120302,120302林业经济管理,管理学,12,1203,03,341,48,72,331,45,68,学硕
120400,120400公共管理,管理学,12,1204,04,341,48,72,331,45,68,学硕
120401,120401行政管理,管理学,12,1204,04,341,48,72,331,45,68,学硕
120402,120402社会医学与卫生事业管理(可授管理学、医学学位),管理学,12,1204,04,341,48,72,331,45,68,学硕
120403,120403教育经济与管理(可授管理学、教育学学位),管理学,12,1204,04,341,48,72,331,45,68,学硕
120404,120404社会保障,管理学,12,1204,04,341,48,72,331,45,68,学硕
120405,120405土地资源管理,管理学,12,1204,04,341,48,72,331,45,68,学硕
120500,120500图书馆、情报与档案管理,管理学,12,1205,05,341,48,72,331,45,68,学硕
120501,120501图书馆学,管理学,12,1205,05,341,48,72,331,45,68,学硕
120502,120502情报学,管理学,12,1205,05,341,48,72,331,45,68,学硕
120503,120503档案学,管理学,12,1205,05,341,48,72,331,45,68,学硕
130100,130100艺术学理论,艺术学,13,1301,01,346,38,57,336,35,53,学硕
130101,130101艺术学理论,艺术学,13,1301,01,346,38,57,336,35,53,学硕
130200,130200音乐与舞蹈学,艺术学,13,1302,02,346,38,57,336,35,53,学硕
130201,130201音乐学,艺术学,13,1302,02,346,38,57,336,35,53,学硕
130202,130202音乐表演,艺术学,13,1302,02,346,38,57,336,35,53,学硕
130203,130203作曲与作曲技巧理论,艺术学,13,1302,02,346,38,57,336,35,53,学硕
130204,130204舞蹈学,艺术学,13,1302,02,346,38,57,336,35,53,学硕
130205,130205舞蹈表演,艺术学,13,1302,02,346,38,57,336,35,53,学硕
130206,130206舞蹈编导,艺术学,13,1302,02,346,38,57,336,35,53,学硕
130300,130300戏剧与影视学,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130301,130301播音与主持艺术,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130302,130302广播电视编导,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130303,130303戏剧影视文学,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130304,130304戏剧学,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130305,130305电影学,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130306,130306戏剧影视导演,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130307,130307表演,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130308,130308录音艺术,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130309,130309影视摄影与制作（特设专业）,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130310,130310戏剧影视美术设计,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130311,130311动画,艺术学,13,1303,03,346,38,57,336,35,53,学硕
130400,130400美术学,艺术学,13,1304,04,346,38,57,336,35,53,学硕
130401,130401美术学,艺术学,13,1304,04,346,38,57,336,35,53,学硕
130402,130402绘画,艺术学,13,1304,04,346,38,57,336,35,53,学硕
130403,130403雕塑,艺术学,13,1304,04,346,38,57,336,35,53,学硕
130404,130404摄影,艺术学,13,1304,04,346,38,57,336,35,53,学硕
130405,130405中国画（特设专业）,艺术学,13,1304,04,346,38,57,336,35,53,学硕
130406,130406书法学（特设专业）,艺术学,13,1304,04,346,38,57,336,35,53,学硕
130500,130500设计学(可授艺术学、工学学位),艺术学,13,1305,05,346,38,57,336,35,53,学硕
130501,130501艺术设计学,艺术学,13,1305,05,346,38,57,336,35,53,学硕
130502,130502视觉传达设计,艺术学,13,1305,05,346,38,57,336,35,53,学硕
130503,130503环境设计,艺术学,13,1305,05,346,38,57,336,35,53,学硕
130504,130504产品设计,艺术学,13,1305,05,346,38,57,336,35,53,学硕
130505,130505服装与服饰设计,艺术学,13,1305,05,346,38,57,336,35,53,学硕
130506,130506公共艺术,艺术学,13,1305,05,346,38,57,336,35,53,学硕
130507,130507工艺美术,艺术学,13,1305,05,346,38,57,336,35,53,学硕
130508,130508数字媒体艺术,艺术学,13,1305,05,346,38,57,336,35,53,学硕
130509,130509艺术与科技,艺术学,13,1305,05,346,38,57,336,35,53,学硕
025100,025100金融,经济学,02,0251,51,348,49,74,338,46,69,专硕
025200,025200应用统计,经济学,02,0252,52,348,49,74,338,46,69,专硕
025300,025300税务,经济学,02,0253,53,348,49,74,338,46,69,专硕
025400,025400国际商务,经济学,02,0254,54,348,49,74,338,46,69,专硕
025500,025500保险,经济学,02,0255,55,348,49,74,338,46,69,专硕
025600,025600资产评估,经济学,02,0256,56,348,49,74,338,46,69,专硕
025700,025700审计,经济学,02,0257,57,179,46,92,169,41,82,专硕
035100,035100法律,法学,03,0351,51,321,44,66,311,41,62,专硕
035101,035101法律（非法学）,法学,03,0351,51,321,44,66,311,41,62,专硕
035102,035102法律（法学）,法学,03,0351,51,321,44,66,311,41,62,专硕
035200,035200社会工作,法学,03,0352,52,321,44,66,311,41,62,专硕
035300,035300警务,法学,03,0353,53,321,44,66,311,41,62,专硕
045120,045120职业技术教育,教育学,04,0451,51,337,47,71,327,44,66,专硕
045100,045100教育,教育学,04,0451,51,337,47,71,327,44,66,专硕
045101,045101教育管理,教育学,04,0451,51,337,47,71,327,44,66,专硕
045102,045102学科教学（思政）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045103,045103学科教学（语文）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045104,045104学科教学（数学）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045105,045105学科教学（物理）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045106,045106学科教学（化学）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045107,045107学科教学（生物）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045108,045108学科教学（英语）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045109,045109学科教学（历史）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045110,045110学科教学（地理）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045111,045111学科教学（音乐）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045112,045112学科教学（体育）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045113,045113学科教学（美术）,教育学,04,0451,51,337,47,71,327,44,66,专硕
045114,045114现代教育技术,教育学,04,0451,51,337,47,71,327,44,66,专硕
045115,045115小学教育,教育学,04,0451,51,337,47,71,327,44,66,专硕
045116,045116心理健康教育,教育学,04,0451,51,337,47,71,327,44,66,专硕
045117,045117科学与技术教育,教育学,04,0451,51,337,47,71,327,44,66,专硕
045118,045118学前教育,教育学,04,0451,51,337,47,71,327,44,66,专硕
045119,045119特殊教育,教育学,04,0451,51,337,47,71,327,44,66,专硕
045171,045171学校课程与教学,教育学,04,0451,51,337,47,71,327,44,66,专硕
045172,045172学生发展与教育,教育学,04,0451,51,337,47,71,327,44,66,专硕
045173,045173教育领导与管理,教育学,04,0451,51,337,47,71,327,44,66,专硕
045174,045174汉语国际教育,教育学,04,0451,51,337,47,71,327,44,66,专硕
045200,045200体育,教育学,04,0452,52,281,35,105,271,32,96,专硕
045201,045201体育教学,教育学,04,0452,52,281,35,105,271,32,96,专硕
045202,045202运动训练,教育学,04,0452,52,281,35,105,271,32,96,专硕
045203,045203竞赛组织,教育学,04,0452,52,281,35,105,271,32,96,专硕
045204,045204社会体育指导,教育学,04,0452,52,337,47,71,327,44,66,专硕
045300,045300汉语国际教育,教育学,04,0453,53,337,47,71,327,44,66,专硕
045400,045400应用心理,教育学,04,0454,54,337,47,141,327,44,132,专硕
055119,055119 意大利语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055120,055120 意大利语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055121,055121 越南语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055122,055122 越南语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055113,055113 西班牙语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055114,055114 西班牙语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055115,055115 阿拉伯语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055116,055116 阿拉伯语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055117,055117 泰语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055118,055118 泰语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055100,055100 翻译,文学,05,0551,51,355,53,80,345,50,75,专硕
055101,055101 英语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055102,055102 英语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055103,055103 俄语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055104,055104 俄语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055105,055105 日语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055106,055106 日语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055107,055107 法语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055108,055108 法语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055109,055109 德语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055110,055110 德语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055111,055111 朝鲜语笔译,文学,05,0551,51,355,53,80,345,50,75,专硕
055112,055112 朝鲜语口译,文学,05,0551,51,355,53,80,345,50,75,专硕
055200,055200 新闻与传播,文学,05,0552,52,355,53,80,345,50,75,专硕
055300,055300 出版,文学,05,0553,53,355,53,80,345,50,75,专硕
065100,065100 文物与博物馆,历史学,06,0651,51,321,43,129,311,40,120,专硕
085100,085100 建筑学,工学,08,0851,51,263,37,56,253,34,51,专硕
085300,085300 城市规划,工学,08,0853,53,263,37,56,253,34,51,专硕
085400,085400 电子信息,工学,08,0854,54,263,37,56,253,34,51,专硕
085500,085500 机械,工学,08,0855,55,263,37,56,253,34,51,专硕
085600,085600 材料与化工,工学,08,0856,56,263,37,56,253,34,51,专硕
085700,085700 资源与环境,工学,08,0857,57,263,37,56,253,34,51,专硕
085800,085800 能源动力,工学,08,0858,58,263,37,56,253,34,51,专硕
085900,085900 土木水利,工学,08,0859,59,263,37,56,253,34,51,专硕
086000,086000 生物与医药,工学,08,0860,60,263,37,56,253,34,51,专硕
086100,086100 交通运输,工学,08,0861,61,263,37,56,253,34,51,专硕
095100,095100 农业,农学,09,0951,51,252,33,50,242,30,45,专硕
095131,095131 农艺与种业,农学,09,0951,51,252,33,50,242,30,45,专硕
095132,095132 资源利用与植物保护,农学,09,0951,51,252,33,50,242,30,45,专硕
095133,095133 畜牧,农学,09,0951,51,252,33,50,242,30,45,专硕
095134,095134 渔业发展,农学,09,0951,51,252,33,50,242,30,45,专硕
095135,095135 食品加工与安全,农学,09,0951,51,252,33,50,242,30,45,专硕
095136,095136 农业工程与信息技术,农学,09,0951,51,252,33,50,242,30,45,专硕
095137,095137 农业管理,农学,09,0951,51,252,33,50,242,30,45,专硕
095138,095138 农村发展,农学,09,0951,51,252,33,50,242,30,45,专硕
095200,095200 兽医,农学,09,0952,52,252,33,50,242,30,45,专硕
095300,095300 风景园林,农学,09,0953,53,252,33,50,242,30,45,专硕
095400,095400 林业,农学,09,0954,54,252,33,50,242,30,45,专硕
105100,105100 临床医学,医学,10,1051,51,299,41,123,289,38,114,专硕
105101,105101 内科学,医学,10,1051,51,299,41,123,289,38,114,专硕
105102,105102 儿科学,医学,10,1051,51,299,41,123,289,38,114,专硕
105103,105103 老年医学,医学,10,1051,51,299,41,123,289,38,114,专硕
105104,105104 神经病学,医学,10,1051,51,299,41,123,289,38,114,专硕
105105,105105 精神病与精神卫生学,医学,10,1051,51,299,41,123,289,38,114,专硕
105106,105106 皮肤病与性病学,医学,10,1051,51,299,41,123,289,38,114,专硕
105107,105107 急诊医学,医学,10,1051,51,299,41,123,289,38,114,专硕
105108,105108 重症医学,医学,10,1051,51,299,41,123,289,38,114,专硕
105109,105109 全科医学,医学,10,1051,51,299,41,123,289,38,114,专硕
105110,105110 康复医学与理疗学,医学,10,1051,51,299,41,123,289,38,114,专硕
105111,105111 外科学,医学,10,1051,51,299,41,123,289,38,114,专硕
105112,105112 儿外科学,医学,10,1051,51,299,41,123,289,38,114,专硕
105113,105113 骨科学,医学,10,1051,51,299,41,123,289,38,114,专硕
105114,105114 运动医学,医学,10,1051,51,299,41,123,289,38,114,专硕
105115,105115 妇产科学,医学,10,1051,51,299,41,123,289,38,114,专硕
105116,105116 眼科学,医学,10,1051,51,299,41,123,289,38,114,专硕
105117,105117 耳鼻咽喉科学,医学,10,1051,51,299,41,123,289,38,114,专硕
105125,105125 核医学,医学,10,1051,51,299,41,123,289,38,114,专硕
105126,105126 医学遗传学,医学,10,1051,51,299,41,123,289,38,114,专硕
105118,105118 麻醉学,医学,10,1051,51,299,41,123,289,38,114,专硕
105119,105119 临床病理,医学,10,1051,51,299,41,123,289,38,114,专硕
105120,105120 临床检验诊断学,医学,10,1051,51,299,41,123,289,38,114,专硕
105121,105121 肿瘤学,医学,10,1051,51,299,41,123,289,38,114,专硕
105122,105122 放射肿瘤学,医学,10,1051,51,299,41,123,289,38,114,专硕
105123,105123 放射影像学,医学,10,1051,51,299,41,123,289,38,114,专硕
105124,105124 超声医学,医学,10,1051,51,299,41,123,289,38,114,专硕
105200,105200 口腔医学,医学,10,1052,52,299,41,123,289,38,114,专硕
105300,105300 公共卫生,医学,10,1053,53,299,41,123,289,38,114,专硕
105400,105400 护理,医学,10,1054,54,299,41,123,289,38,114,专硕
105500,105500 药学,医学,10,1055,55,299,41,123,289,38,114,专硕
105600,105600 中药学,医学,10,1056,56,299,41,123,289,38,114,专硕
105700,105700中医,医学,10,1057,57,299,40,120,289,37,111,专硕
105701,105701 中医内科学,医学,10,1057,57,299,40,120,289,37,111,专硕
105702,105702 中医外科学,医学,10,1057,57,299,40,120,289,37,111,专硕
105703,105703 中医骨伤科学,医学,10,1057,57,299,40,120,289,37,111,专硕
105704,105704 中医妇科学,医学,10,1057,57,299,40,120,289,37,111,专硕
105705,105705 中医儿科学,医学,10,1057,57,299,40,120,289,37,111,专硕
105706,105706 中医五官科学,医学,10,1057,57,299,40,120,289,37,111,专硕
105707,105707 针灸推拿学,医学,10,1057,57,299,40,120,289,37,111,专硕
105708,105708 民族医学（含：藏医学、蒙医学等）,医学,10,1057,57,299,40,120,289,37,111,专硕
105709,105709 中西医结合临床,医学,10,1057,57,299,40,120,289,37,111,专硕
105700,105700 中医,医学,10,1057,57,299,40,120,289,37,111,专硕
105710,105710 全科医学,医学,10,1057,57,299,40,120,289,37,111,专硕
115100,115100军事,军事学,11,1151,51,265,37,56,255,34,51,专硕
115101,115101 军事指挥,军事学,11,1151,51,265,37,56,255,34,51,专硕
115102,115102 军队政治工作,军事学,11,1151,51,265,37,56,255,34,51,专硕
115103,115103 军事后勤,军事学,11,1151,51,265,37,56,255,34,51,专硕
115104,115104 军事装备,军事学,11,1151,51,265,37,56,255,34,51,专硕
125100,125100 工商管理,管理学,12,1251,51,170,42,84,160,37,74,专硕
125200,125200 公共管理,管理学,12,1252,52,174,43,86,164,38,76,专硕
125300,125300 会计,管理学,12,1253,53,179,46,92,169,41,82,专硕
125400,125400 旅游管理,管理学,12,1254,54,170,42,84,160,37,74,专硕
125500,125500 图书情报,管理学,12,1255,55,179,46,92,169,41,82,专硕
125600,125600 工程管理,管理学,12,1256,56,174,43,86,164,38,76,专硕
125601,125601 工程管理,管理学,12,1256,56,174,43,86,164,38,76,专硕
125602,125602 项目管理,管理学,12,1256,56,174,43,86,164,38,76,专硕
125603,125603 工业工程与管理,管理学,12,1256,56,174,43,86,164,38,76,专硕
125604,125604 物流工程与管理,管理学,12,1256,56,174,43,86,164,38,76,专硕
135100,135100 艺术,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135101,135101 音乐,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135102,135102 戏剧,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135103,135103 戏曲,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135104,135104 电影,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135105,135105 广播电视,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135106,135106 舞蹈,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135107,135107 美术,艺术学,13,1351,51,346,38,57,336,35,53,专硕
135108,135108 艺术设计,艺术学,13,1351,51,346,38,57,336,35,53,专硕
,享受少数民族照顾政策的考生⑦,,,,,249,30,45,249,30,45,专硕
